Connector , Node662 , weight = 0
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 342344
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 342344
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 342344
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 342344
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 342344
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 342344
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 342344
Node0 , Node0, Weight: 0 
Node0 , Node-144, Weight: 108
Node-144 , Node0, Weight: 0 
Node-144 , Node0, Weight: 342344
Node0 , Node-144, Weight: 0 
Node0 , Node0, Weight: 342344
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 342344
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 342344
Node0 , Node0, Weight: 0 
Node181 , Node181', Weight: 1882
Node-417 , Node0, Weight: 348749
Node0 , Node0, Weight: 348739
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 348739
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 348739
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 348739
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 348739
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 348739
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 348739
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 348739
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 348739
Node0 , Node0, Weight: 0 
Node-417 , Node-417', Weight: 5300
Node-172 , Node0, Weight: 350540
Node0 , Node0, Weight: 350530
Node0 , Node0, Weight: 0 
Node0 , Node-75, Weight: 272
Node-75 , Node0, Weight: 0 
Node-75 , Node0, Weight: 350530
Node0 , Node-75, Weight: 0 
Node0 , Node0, Weight: 350530
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 350530
Node0 , Node0, Weight: 0 
Node0 , Node10, Weight: 1
Node10 , Node0, Weight: 0 
Node10 , Node0, Weight: 350530
Node0 , Node10, Weight: 0 
Node-172 , Node-172', Weight: 2058
Node359 , Node0, Weight: 361055
Node0 , Node0, Weight: 361045
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 361045
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 361045
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 361045
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 361045
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 361045
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 361045
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 361045
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 361045
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 361045
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 361045
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 361045
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 361045
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 361045
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 361045
Node0 , Node0, Weight: 0 
Node359 , Node359', Weight: 9458
Node308 , Node0, Weight: 366376
Node0 , Node0, Weight: 366366
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 366366
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 366366
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 366366
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 366366
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 366366
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 366366
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 366366
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 366366
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 366366
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 366366
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 366366
Node0 , Node0, Weight: 0 
Node0 , Node10, Weight: 1
Node10 , Node0, Weight: 0 
Node10 , Node0, Weight: 366366
Node0 , Node10, Weight: 0 
Node308 , Node308', Weight: 5308
Node-376 , Node0, Weight: 368462
Node0 , Node0, Weight: 368452
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 368452
Node0 , Node0, Weight: 0 
Node-376 , Node-376', Weight: 2083
Node554 , Node0, Weight: 387573
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node10, Weight: 1
Node10 , Node0, Weight: 0 
Node10 , Node0, Weight: 387563
Node0 , Node10, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 387563
Node0 , Node50, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node10, Weight: 1
Node10 , Node0, Weight: 0 
Node10 , Node0, Weight: 387563
Node0 , Node10, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 387563
Node0 , Node50, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 387563
Node0 , Node0, Weight: 0 
Node554 , Node554', Weight: 19076
Node-818 , Node0, Weight: 397490
Node0 , Node0, Weight: 397480
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 397480
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 397480
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 397480
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 397480
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 397480
Node0 , Node0, Weight: 0 
Node0 , Node105, Weight: 369
Node105 , Node0, Weight: 0 
Node105 , Node0, Weight: 397480
Node0 , Node105, Weight: 0 
Node0 , Node-115, Weight: 533
Node-115 , Node0, Weight: 0 
Node-115 , Node0, Weight: 397480
Node0 , Node-115, Weight: 0 
Node0 , Node0, Weight: 397480
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 397480
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 397480
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 397480
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 397480
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 397480
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 397480
Node0 , Node0, Weight: 0 
Node0 , Node10, Weight: 1
Node10 , Node0, Weight: 0 
Node10 , Node3, Weight: 7
Node3 , Node10, Weight: 0 
Node3 , Node0, Weight: 397480
Node0 , Node3, Weight: 0 
Node0 , Node0, Weight: 397480
Node0 , Node0, Weight: 0 
Node-818 , Node-818', Weight: 10809
Node-61 , Node0, Weight: 400119
Node0 , Node0, Weight: 400109
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 400109
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 400109
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 400109
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 400109
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 400109
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 400109
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 400109
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 400109
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 400109
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 400109
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 400109
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 400109
Node0 , Node0, Weight: 0 
Node-61 , Node-61', Weight: 2615
Node892 , Node68, Weight: 536
Node892 , Node892', Weight: 662
Node-542 , Node0, Weight: 401739
Node0 , Node0, Weight: 401729
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 401729
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 401729
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 401729
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 401729
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 401729
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 401729
Node0 , Node0, Weight: 0 
Node-542 , Node-542', Weight: 1476
Node-453 , Node0, Weight: 411269
Node10 , Node0, Weight: 411259
Node0 , Node10, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 411259
Node0 , Node50, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 411259
Node0 , Node50, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node10, Weight: 1
Node10 , Node0, Weight: 0 
Node10 , Node0, Weight: 411259
Node0 , Node10, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node10, Weight: 1
Node10 , Node0, Weight: 0 
Node10 , Node50, Weight: 6
Node50 , Node10, Weight: 0 
Node50 , Node0, Weight: 411259
Node0 , Node50, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 411259
Node0 , Node0, Weight: 0 
Node-453 , Node-453', Weight: 9505
Node-159 , Node0, Weight: 412008
Node0 , Node0, Weight: 411998
Node0 , Node0, Weight: 0 
Node-159 , Node-159', Weight: 737
Node-632 , Node0, Weight: 425246
Node0 , Node0, Weight: 425236
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 425236
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 425236
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 425236
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 425236
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 425236
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 425236
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 425236
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 425236
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 425236
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 425236
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 425236
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 425236
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 425236
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 425236
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 425236
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 425236
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 425236
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 425236
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 425236
Node0 , Node0, Weight: 0 
Node-632 , Node-632', Weight: 13217
Node-192 , Node0, Weight: 425717
Node0 , Node0, Weight: 425707
Node0 , Node0, Weight: 0 
Node-192 , Node-192', Weight: 469
Node-747 , Node0, Weight: 426651
Node-747 , Node-747', Weight: 933
Node-675 , Node0, Weight: 431690
Node0 , Node0, Weight: 431680
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 431680
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 431680
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 431680
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 431680
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 431680
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 431680
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 431680
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 431680
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 431680
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 431680
Node0 , Node0, Weight: 0 
Node-675 , Node-675', Weight: 5027
Node-58 , Node0, Weight: 439686
Node0 , Node0, Weight: 439676
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 439676
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 439676
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 439676
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 439676
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 439676
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 439676
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 439676
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 439676
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 439676
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 439676
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 439676
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 439676
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 439676
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 439676
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 439676
Node0 , Node0, Weight: 0 
Node-58 , Node-58', Weight: 7979
Node-236 , Node0, Weight: 445797
Node0 , Node0, Weight: 445787
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 445787
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 445787
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 445787
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 445787
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 445787
Node0 , Node0, Weight: 0 
Node-236 , Node-236', Weight: 6104
Node713 , Node0, Weight: 456307
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 456297
Node0 , Node0, Weight: 0 
Node713 , Node713', Weight: 10482
Node-694 , Node0, Weight: 472158
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node10, Weight: 1
Node10 , Node0, Weight: 0 
Node10 , Node0, Weight: 472148
Node0 , Node10, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node10, Weight: 1
Node10 , Node0, Weight: 0 
Node10 , Node50, Weight: 6
Node50 , Node10, Weight: 0 
Node50 , Node0, Weight: 472148
Node0 , Node50, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 472148
Node0 , Node50, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 472148
Node0 , Node0, Weight: 0 
Node-694 , Node-694', Weight: 15824
Node-149 , Node0, Weight: 494541
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node10, Weight: 1
Node10 , Node0, Weight: 0 
Node10 , Node0, Weight: 494531
Node0 , Node10, Weight: 0 
Node0 , Node50, Weight: 6
Node50 , Node0, Weight: 0 
Node50 , Node0, Weight: 494531
Node0 , Node50, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
Node0 , Node0, Weight: 0 
Node0 , Node0, Weight: 494531
